x,y
0,0
0.025,0
0.05,0
0.07500000000000001,0
0.1,0
0.125,0
0.15,0
0.175,0
0.19999999999999998,0
0.22499999999999998,0
0.24999999999999997,0
0.27499999999999997,0
0.3,0
0.325,0
0.35000000000000003,0
0.37500000000000006,0
0.4000000000000001,0
0.4250000000000001,0
0.4500000000000001,0
0.47500000000000014,0
0.5000000000000001,0
0.5250000000000001,0
0.5500000000000002,0
0.5750000000000002,0
0.6000000000000002,0
0.6250000000000002,0
0.6500000000000002,0
0.6750000000000003,0
0.7000000000000003,0
0.7250000000000003,0
0.7500000000000003,0
0.7750000000000004,0
0.8000000000000004,0
0.8250000000000004,0
0.8500000000000004,0
0.8750000000000004,0
0.9000000000000005,0
0.9250000000000005,0
0.9500000000000005,0
0.9750000000000005,0
1.0000000000000004,0
1.0250000000000004,0.0
1.0499687565098745,-0.0012494792317669584
1.0748438606418251,-0.0037453146479376623
1.0995631375902262,-0.007481267959777643
1.1240648020362571,-0.012448001229654174
1.1482876125790233,-0.01863310021101725
1.1721710248071635,-0.026021105377550736
1.195655342628348,-0.03459355056393702
1.2186818674784201,-0.04432900912165329
1.241193045037237,-0.05520314747443404
1.2631326090844963,-0.06718878593953911
1.284445722135984,-0.0802559666628056
1.305079112508726,-0.09437202849768149
1.3249812074724523,-0.10950168864108248
1.3441022621545644,-0.12560713082202477
1.36239448387641,-0.14264809982260812
1.379812151610089,-0.16058200209509618
1.3963117302572134,-0.17936401222360351
1.4118519794639801,-0.1989471849642906
1.4263940567005773,-0.21928257258402495
1.4399016143472807,-0.24031934720422238
1.4523408905445738,-0.2620049278440728
1.4636807935802132,-0.2842851118456087
1.473892979602317,-0.3071042103521217
1.4829519234642339,-0.3304051875013024
1.4908349825241156,-0.35412980298519203
1.4975224532397302,-0.37821875762062185
1.5029976204170563,-0.4026118415662883
1.5072467989895624,-0.42724808481599985
1.5102593682237466,-0.4520659095919396
1.512027798265439,-0.47700328425704097
1.5125476689605164,-0.5019978783617749
1.5125476689605164,-0.5269978783617749
1.5125476689605164,-0.5519978783617749
1.5125476689605164,-0.576997878361775
1.5125476689605164,-0.601997878361775
1.5125476689605164,-0.626997878361775
1.5125476689605164,-0.651997878361775
1.5125476689605164,-0.676997878361775
1.5125476689605164,-0.7019978783617751
1.5125476689605164,-0.7269978783617751
1.5125476689605164,-0.7519978783617751
1.5125476689605164,-0.7769978783617751
1.5125476689605164,-0.8019978783617752
1.5125476689605164,-0.8269978783617752
1.5125476689605164,-0.8519978783617752
1.5125476689605164,-0.8769978783617752
1.5125476689605164,-0.9019978783617753
1.5125476689605164,-0.9269978783617753
1.5125476689605164,-0.9519978783617753
1.5125476689605164,-0.9769978783617753
1.5125476689605164,-1.0019978783617753
1.5125476689605164,-1.0269978783617753
1.5125476689605164,-1.0519978783617752
1.5125476689605164,-1.076997878361775
1.5125476689605164,-1.101997878361775
1.5125476689605164,-1.126997878361775
1.5125476689605164,-1.1519978783617748
1.5125476689605164,-1.1769978783617747
1.5125476689605164,-1.2019978783617746
1.5125476689605164,-1.2269978783617745
1.5125476689605164,-1.2519978783617745
1.5125476689605164,-1.2769978783617744
1.5125476689605164,-1.3019978783617743
1.5125476689605164,-1.3269978783617742
1.5125476689605164,-1.351997878361774
1.5125476689605164,-1.376997878361774
1.5125476689605164,-1.401997878361774
1.5125476689605164,-1.4269978783617738
1.5125476689605164,-1.4519978783617737
1.5125476689605164,-1.4769978783617737
1.5125476689605164,-1.5019978783617736
1.5125476689605164,-1.5269978783617735
1.5125476689605164,-1.5519978783617734
1.5125476689605164,-1.5769978783617733
1.5125476689605164,-1.6019978783617732
1.5125476689605164,-1.6269978783617731
1.5125476689605164,-1.651997878361773
1.5125476689605164,-1.676997878361773
1.5125476689605164,-1.7019978783617729
1.5125476689605164,-1.7269978783617728
1.5125476689605164,-1.7519978783617727
1.5125476689605164,-1.7769978783617726
1.5125476689605164,-1.8019978783617725
1.5125476689605164,-1.8269978783617724
1.5125476689605164,-1.8519978783617723
1.5125476689605164,-1.8769978783617722
1.5125476689605164,-1.9019978783617721
1.5125476689605164,-1.926997878361772
1.5125476689605164,-1.951997878361772
1.5125476689605164,-1.9769978783617719
1.5125476689605164,-2.001997878361772
1.5125476689605164,-2.026997878361772
1.5125476689605164,-2.051997878361772
1.5125476689605164,-2.0769978783617717
1.5125476689605164,-2.1019978783617717
1.5125476689605164,-2.1269978783617716
1.5125476689605164,-2.1519978783617715
1.5125476689605164,-2.1769978783617714
1.5125476689605164,-2.2019978783617713
1.5125476689605164,-2.226997878361771
1.5125476689605164,-2.251997878361771
1.5125476689605164,-2.276997878361771
1.5125476689605164,-2.301997878361771
1.5125476689605164,-2.326997878361771
1.5125476689605164,-2.3519978783617708
1.5125476689605164,-2.3769978783617707
1.5125476689605164,-2.4019978783617706
1.5125476689605164,-2.4269978783617705
1.5125476689605164,-2.4519978783617704
1.5125476689605164,-2.4769978783617703
1.5125476689605164,-2.5019978783617702
1.5125476689605164,-2.52699787836177
1.5125476689605164,-2.55199787836177
1.5125476689605164,-2.57699787836177
1.5125476689605164,-2.60199787836177
1.5125476689605164,-2.62699787836177
1.5125476689605164,-2.6519978783617697
1.5125476689605164,-2.6769978783617696
1.5125476689605164,-2.7019978783617695
1.5125476689605164,-2.7269978783617694
1.5125476689605164,-2.7519978783617693
1.5125476689605164,-2.7769978783617693
1.5125476689605164,-2.801997878361769
1.5125476689605164,-2.826997878361769
1.5125476689605164,-2.851997878361769
1.5125476689605164,-2.876997878361769
1.5125476689605164,-2.901997878361769
1.5125476689605164,-2.9269978783617687
1.5125476689605164,-2.9519978783617686
1.5125476689605164,-2.9769978783617685
1.5125476689605164,-3.0019978783617685
1.5125476689605164,-3.0269978783617684
1.5125476689605164,-3.0519978783617683
1.5125476689605164,-3.076997878361768
1.5125476689605164,-3.101997878361768
1.5125476689605164,-3.126997878361768
1.5125476689605164,-3.151997878361768
1.5125476689605164,-3.176997878361768
1.5125476689605164,-3.2019978783617677
1.5125476689605164,-3.2269978783617677
1.5125476689605164,-3.2519978783617676
1.5125476689605164,-3.2769978783617675
1.5125476689605164,-3.3019978783617674
1.5125476689605164,-3.3269978783617673
1.5125476689605164,-3.351997878361767
1.5125476689605164,-3.376997878361767
1.5125476689605164,-3.401997878361767
1.5125476689605164,-3.426997878361767
1.5125476689605164,-3.451997878361767
1.5125476689605164,-3.4769978783617668
1.5125476689605164,-3.5019978783617667
1.5125476689605164,-3.5269978783617666
1.5125476689605164,-3.5519978783617665
1.5125476689605164,-3.5769978783617664
1.5125476689605164,-3.6019978783617663
1.5125476689605164,-3.6269978783617662
1.5125476689605164,-3.651997878361766
1.5125476689605164,-3.676997878361766
1.5125476689605164,-3.701997878361766
1.5125476689605164,-3.726997878361766
1.5125476689605164,-3.751997878361766
1.5125476689605164,-3.7769978783617657
1.5125476689605164,-3.8019978783617656
1.5125476689605164,-3.8269978783617655
1.5125476689605164,-3.8519978783617654
1.5125476689605164,-3.8769978783617653
1.5125476689605164,-3.9019978783617653
1.5125476689605164,-3.926997878361765
1.5125476689605164,-3.951997878361765
1.5125476689605164,-3.976997878361765
